number,name,goals,two_min,card,team,date,game_id,league_id,league_name
13,Kim Kleimeier,5,0,None,FC St. Pauli 2,2024-09-28 17:30:00,handball4all.hamburg.7839371,handball4all.hamburg.126896,Frauen Oberliga (200)
14,Kirsten Land,1,0,None,FC St. Pauli 2,2024-09-28 17:30:00,handball4all.hamburg.7839371,handball4all.hamburg.126896,Frauen Oberliga (200)
15,Lilly Helms,0,0,None,FC St. Pauli 2,2024-09-28 17:30:00,handball4all.hamburg.7839371,handball4all.hamburg.126896,Frauen Oberliga (200)
16,Ragna Sibbertsen,0,0,None,FC St. Pauli 2,2024-09-28 17:30:00,handball4all.hamburg.7839371,handball4all.hamburg.126896,Frauen Oberliga (200)
19,Maren Birke,2,0,None,FC St. Pauli 2,2024-09-28 17:30:00,handball4all.hamburg.7839371,handball4all.hamburg.126896,Frauen Oberliga (200)
2,Hanna Stange,0,0,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
8,Emily Rietdijk,0,0,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
9,Finja Kleuker,2,0,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
13,Pia Lotta Krohn,0,0,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
14,Kim Sophia Gehrke,4,1,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
16,Sinja Bele Steinhardt,0,0,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
18,Gina Weinberg,2,1,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
19,Elin Klemm,1,0,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
22,Nane Hauschildt,8,0,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
24,Sina Rokitta,0,0,yellow,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
25,Anni Cornils,0,0,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
30,Stefanie Okun,1,0,None,TuS Esingen,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
1,Elina Döring,0,0,None,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
5,Yalda Nieschke,9,0,None,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
7,Livia Alpers,3,0,None,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
8,Nele Celine Radzuweit,1,1,None,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
10,Alina Wandschneider,2,0,red,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
11,Rosalie Hypko,3,0,None,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
13,Martha Benn,0,1,None,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
15,Sarah Isabel Dammann,5,0,None,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
17,Madita Lux,3,0,yellow,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
18,Mia-Maria Dahms,0,0,None,TSV Ellerbek,2024-09-28 19:00:00,handball4all.hamburg.7839361,handball4all.hamburg.126896,Frauen Oberliga (200)
